interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	evidence	annotation	interaction_name_2
CXCL2_GRM7	CXCL2_GRM7	CXCL2	CXCL2	GRM7					celltalkdb_32196115		CXCL2_GRM7
CXCL2_MTNR1A	CXCL2_MTNR1A	CXCL2	CXCL2	MTNR1A					celltalkdb_32196115		CXCL2_MTNR1A
CXCL2_XCR1	CXCL2_XCR1	CXCL2	CXCL2	XCR1					celltalkdb_10679309		CXCL2_XCR1
CXCL3_ADRA2A	CXCL3_ADRA2A	CXCL3	CXCL3	ADRA2A					celltalkdb_32196115		CXCL3_ADRA2A
CXCL3_CXCR1	CXCL3_CXCR1	CXCL3	CXCL3	CXCR1					celltalkdb_12964882		CXCL3_CXCR1
CXCL3_CXCR2	CXCL3_CXCR2	CXCL3	CXCL3	CXCR2					celltalkdb_10699158,24218476, cellphonedb_PMID:24218476		CXCL3_CXCR2
CXCL3_GRM7	CXCL3_GRM7	CXCL3	CXCL3	GRM7					celltalkdb_32196115		CXCL3_GRM7
CXCL3_MTNR1A	CXCL3_MTNR1A	CXCL3	CXCL3	MTNR1A					celltalkdb_32196115		CXCL3_MTNR1A
CXCL5_ACKR1	CXCL5_ACKR1	CXCL5	CXCL5	ACKR1					celltalkdb_10699158,13679391		CXCL5_ACKR1
CXCL5_ADRA2A	CXCL5_ADRA2A	CXCL5	CXCL5	ADRA2A					celltalkdb_32196115		CXCL5_ADRA2A
CXCL5_CXCR1	CXCL5_CXCR1	CXCL5	CXCL5	CXCR1					celltalkdb_10699158,24218476, cellphonedb_PMID:24218476		CXCL5_CXCR1
CXCL5_CXCR2	CXCL5_CXCR2	CXCL5	CXCL5	CXCR2					celltalkdb_10699158,24218476, cellphonedb_PMID:24218476		CXCL5_CXCR2
CXCL5_GRM7	CXCL5_GRM7	CXCL5	CXCL5	GRM7					celltalkdb_32196115		CXCL5_GRM7
CXCL5_MTNR1A	CXCL5_MTNR1A	CXCL5	CXCL5	MTNR1A					celltalkdb_32196115		CXCL5_MTNR1A
CXCL6_ACKR1	CXCL6_ACKR1	CXCL6	CXCL6	ACKR1					celltalkdb_10699158		CXCL6_ACKR1
CXCL6_ADRA2A	CXCL6_ADRA2A	CXCL6	CXCL6	ADRA2A					celltalkdb_32196115		CXCL6_ADRA2A
CXCL6_CXCR1	CXCL6_CXCR1	CXCL6	CXCL6	CXCR1					celltalkdb_10699158,24218476, cellphonedb_PMID:24218476		CXCL6_CXCR1
CXCL6_CXCR2	CXCL6_CXCR2	CXCL6	CXCL6	CXCR2					celltalkdb_9692902, cellphonedb_PMID:24218476		CXCL6_CXCR2
CXCL6_GRM7	CXCL6_GRM7	CXCL6	CXCL6	GRM7					celltalkdb_32196115		CXCL6_GRM7
CXCL6_MTNR1A	CXCL6_MTNR1A	CXCL6	CXCL6	MTNR1A					celltalkdb_32196115		CXCL6_MTNR1A
CXCL7_CXCR1	CXCL7_CXCR1	CXCL7	CXCL7	CXCR1					cellphonedb_PMID:24218476		CXCL7_CXCR1
CXCL7_CXCR2	CXCL7_CXCR2	CXCL7	CXCL7	CXCR2					cellphonedb_PMID:24218476		CXCL7_CXCR2
CXCL8_ACKR1	CXCL8_ACKR1	CXCL8	CXCL8	ACKR1					celltalkdb_24218476,9921412		CXCL8_ACKR1
CXCL8_ADRA2A	CXCL8_ADRA2A	CXCL8	CXCL8	ADRA2A					celltalkdb_32196115		CXCL8_ADRA2A
CXCL8_CD79A	CXCL8_CD79A	CXCL8	CXCL8	CD79A					celltalkdb_32196115		CXCL8_CD79A
CXCL8_CXCR1	CXCL8_CXCR1	CXCL8	CXCL8	CXCR1					celltalkdb_1379593		CXCL8_CXCR1
CXCL8_CXCR2	CXCL8_CXCR2	CXCL8	CXCL8	CXCR2					celltalkdb_1379593		CXCL8_CXCR2
CXCL8_GRM7	CXCL8_GRM7	CXCL8	CXCL8	GRM7					celltalkdb_32196115		CXCL8_GRM7
CXCL8_KDR	CXCL8_KDR	CXCL8	CXCL8	KDR					celltalkdb_32196115		CXCL8_KDR
CXCL8_MTNR1A	CXCL8_MTNR1A	CXCL8	CXCL8	MTNR1A					celltalkdb_32196115		CXCL8_MTNR1A
CXCL8_SDC1	CXCL8_SDC1	CXCL8	CXCL8	SDC1					celltalkdb_12902511		CXCL8_SDC1
CXCL8_SDC2	CXCL8_SDC2	CXCL8	CXCL8	SDC2					celltalkdb_14527339		CXCL8_SDC2
CXCL8_SDC3	CXCL8_SDC3	CXCL8	CXCL8	SDC3					celltalkdb_32196115		CXCL8_SDC3
CXCL9_ADRA2A	CXCL9_ADRA2A	CXCL9	CXCL9	ADRA2A					celltalkdb_32196115		CXCL9_ADRA2A
CXCL9_CCR3	CXCL9_CCR3	CXCL9	CXCL9	CCR3					celltalkdb_11110785		CXCL9_CCR3
CXCL9_CXCR3	CXCL9_CXCR3	CXCL9	CXCL9	CXCR3					celltalkdb_10699158,24218476,9064356, cellphonedb_PMID:24218476		CXCL9_CXCR3
CXCL9_DPP4	CXCL9_DPP4	CXCL9	CXCL9	DPP4					celltalkdb_24218476, cellphonedb_PMID:24218476		CXCL9_DPP4
CXCL9_FCGR2A	CXCL9_FCGR2A	CXCL9	CXCL9	FCGR2A					celltalkdb_32103204		CXCL9_FCGR2A
CXCL9_GRM7	CXCL9_GRM7	CXCL9	CXCL9	GRM7					celltalkdb_32196115		CXCL9_GRM7
CXCL9_KIR2DL3	CXCL9_KIR2DL3	CXCL9	CXCL9	KIR2DL3					celltalkdb_32103204		CXCL9_KIR2DL3
CXCL9_MTNR1A	CXCL9_MTNR1A	CXCL9	CXCL9	MTNR1A					celltalkdb_32196115		CXCL9_MTNR1A
CXG1_CXA1	CXG1_CXA1	CXG1	CXG1	CXA1					cellphonedb_uniprot;reactome;IUPHAR		CXG1_CXA1
CXG1_CXA5	CXG1_CXA5	CXG1	CXG1	CXA5					cellphonedb_uniprot;reactome;IUPHAR		CXG1_CXA5
CXG1_CXG1	CXG1_CXG1	CXG1	CXG1	CXG1					cellphonedb_uniprot;reactome;IUPHAR		CXG1_CXG1
CXL10_CXCR3	CXL10_CXCR3	CXL10	CXL10	CXCR3					cellphonedb_PMID:24218476		CXL10_CXCR3
CXL10_DPP4	CXL10_DPP4	CXL10	CXL10	DPP4					cellphonedb_PMID:24218476		CXL10_DPP4
CXL11_ACKR3	CXL11_ACKR3	CXL11	CXL11	ACKR3					cellphonedb_uniprot		CXL11_ACKR3
CXL11_CXCR3	CXL11_CXCR3	CXL11	CXL11	CXCR3					cellphonedb_PMID:24218476		CXL11_CXCR3
CXL11_DPP4	CXL11_DPP4	CXL11	CXL11	DPP4					cellphonedb_PMID:24218476		CXL11_DPP4
CXL13_ACKR4	CXL13_ACKR4	CXL13	CXL13	ACKR4					cellphonedb_PMID:24218476		CXL13_ACKR4
CXL13_CXCR5	CXL13_CXCR5	CXL13	CXL13	CXCR5					cellphonedb_PMID:24218476		CXL13_CXCR5
CXL14_CXCR4	CXL14_CXCR4	CXL14	CXL14	CXCR4					cellphonedb_PMID:32212206		CXL14_CXCR4
CXL16_CXCR6	CXL16_CXCR6	CXL16	CXL16	CXCR6					cellphonedb_uniprot		CXL16_CXCR6
DAF_CD97	DAF_CD97	DAF	DAF	CD97					cellphonedb_PMID:11297558		DAF_CD97
DAG1_CELR3	DAG1_CELR3	DAG1	DAG1	CELR3					cellphonedb_uniprot;reactome;IUPHAR		DAG1_CELR3
DCN_EGFR	DCN_EGFR	DCN	DCN	EGFR					celltalkdb_12105207		DCN_EGFR
DCN_ERBB4	DCN_ERBB4	DCN	DCN	ERBB4					celltalkdb_10942781		DCN_ERBB4
DCN_MET	DCN_MET	DCN	DCN	MET					celltalkdb_10942781		DCN_MET
DEFB103A_CCR2	DEFB103A_CCR2	DEFB103A	DEFB103A	CCR2					celltalkdb_23390582		DEFB103A_CCR2
DEFB103A_CCR6	DEFB103A_CCR6	DEFB103A	DEFB103A	CCR6					celltalkdb_23390582		DEFB103A_CCR6
DEFB103B_CCR2	DEFB103B_CCR2	DEFB103B	DEFB103B	CCR2					celltalkdb_23390582		DEFB103B_CCR2
DEFB103B_CCR6	DEFB103B_CCR6	DEFB103B	DEFB103B	CCR6					celltalkdb_23390582		DEFB103B_CCR6
DEFB106A_CCR2	DEFB106A_CCR2	DEFB106A	DEFB106A	CCR2					celltalkdb_23938203		DEFB106A_CCR2
DEFB1_CCR6	DEFB1_CCR6	DEFB1	DEFB1	CCR6					celltalkdb_20068036		DEFB1_CCR6
DEFB4A_CCR6	DEFB4A_CCR6	DEFB4A	DEFB4A	CCR6					celltalkdb_20068036		DEFB4A_CCR6
DEFB4A_TLR4	DEFB4A_TLR4	DEFB4A	DEFB4A	TLR4					celltalkdb_26198319,32196115		DEFB4A_TLR4
DEFB4B_CCR6	DEFB4B_CCR6	DEFB4B	DEFB4B	CCR6					celltalkdb_26198319		DEFB4B_CCR6
DHH_BOC	DHH_BOC	DHH	DHH	BOC					celltalkdb_20519495		DHH_BOC
DHH_CDON	DHH_CDON	DHH	DHH	CDON					celltalkdb_20519495		DHH_CDON
DHH_HHIP	DHH_HHIP	DHH	DHH	HHIP					celltalkdb_10050855, cellphonedb_reactome;PMID:10050855;PMID:19561611		DHH_HHIP
DHH_PTCH1	DHH_PTCH1	DHH	DHH	PTCH1					celltalkdb_9811851		DHH_PTCH1
DHH_PTCH2	DHH_PTCH2	DHH	DHH	PTCH2					celltalkdb_9811851		DHH_PTCH2
DKK1_KREMEN1	DKK1_KREMEN1	DKK1	DKK1	KREMEN1					celltalkdb_12050670		DKK1_KREMEN1
DKK1_KREMEN2	DKK1_KREMEN2	DKK1	DKK1	KREMEN2					celltalkdb_12050670		DKK1_KREMEN2
DKK1_LRP5	DKK1_LRP5	DKK1	DKK1	LRP5					celltalkdb_11516963,19746449,21984209, cellphonedb_PMID:12775774		DKK1_LRP5
DKK1_LRP6	DKK1_LRP6	DKK1	DKK1	LRP6					celltalkdb_11516963, cellphonedb_PMID:12775774		DKK1_LRP6
DKK2_KREMEN2	DKK2_KREMEN2	DKK2	DKK2	KREMEN2					celltalkdb_12527209		DKK2_KREMEN2
DKK2_LRP6	DKK2_LRP6	DKK2	DKK2	LRP6					celltalkdb_11357136, cellphonedb_uniprot;PMID:30035713		DKK2_LRP6
DKK3_KREMEN1	DKK3_KREMEN1	DKK3	DKK3	KREMEN1					celltalkdb_12527209		DKK3_KREMEN1
DKK4_LRP5	DKK4_LRP5	DKK4	DKK4	LRP5					celltalkdb_29925589		DKK4_LRP5
DKK4_LRP6	DKK4_LRP6	DKK4	DKK4	LRP6					celltalkdb_29925589		DKK4_LRP6
DLK1_NOTC1	DLK1_NOTC1	DLK1	DLK1	NOTC1					cellphonedb_PMID:22353464		DLK1_NOTC1
DLK1_NOTC2	DLK1_NOTC2	DLK1	DLK1	NOTC2					cellphonedb_PMID:22353464		DLK1_NOTC2
DLK1_NOTC3	DLK1_NOTC3	DLK1	DLK1	NOTC3					cellphonedb_PMID:22353464		DLK1_NOTC3
DLK1_NOTC4	DLK1_NOTC4	DLK1	DLK1	NOTC4					cellphonedb_PMID:22353464		DLK1_NOTC4
DLK1_NOTCH1	DLK1_NOTCH1	DLK1	DLK1	NOTCH1					celltalkdb_22353464		DLK1_NOTCH1
DLK1_NOTCH2	DLK1_NOTCH2	DLK1	DLK1	NOTCH2					celltalkdb_22353464		DLK1_NOTCH2
DLK1_NOTCH3	DLK1_NOTCH3	DLK1	DLK1	NOTCH3					celltalkdb_22353464		DLK1_NOTCH3
DLK2_NOTCH1	DLK2_NOTCH1	DLK2	DLK2	NOTCH1					celltalkdb_21419176		DLK2_NOTCH1
DLL1_NOTC1	DLL1_NOTC1	DLL1	DLL1	NOTC1					cellphonedb_PMID:22353464		DLL1_NOTC1
DLL1_NOTC2	DLL1_NOTC2	DLL1	DLL1	NOTC2					cellphonedb_PMID:22353464		DLL1_NOTC2
DLL1_NOTC3	DLL1_NOTC3	DLL1	DLL1	NOTC3					cellphonedb_PMID:22353464		DLL1_NOTC3
DLL1_NOTC4	DLL1_NOTC4	DLL1	DLL1	NOTC4					cellphonedb_PMID:22353464		DLL1_NOTC4
DLL1_NOTCH1	DLL1_NOTCH1	DLL1	DLL1	NOTCH1					celltalkdb_22353464		DLL1_NOTCH1
DLL1_NOTCH2	DLL1_NOTCH2	DLL1	DLL1	NOTCH2					celltalkdb_10958687		DLL1_NOTCH2
DLL1_NOTCH3	DLL1_NOTCH3	DLL1	DLL1	NOTCH3					celltalkdb_12482954		DLL1_NOTCH3
DLL1_NOTCH4	DLL1_NOTCH4	DLL1	DLL1	NOTCH4					celltalkdb_22353464		DLL1_NOTCH4
DLL3_NOTC1	DLL3_NOTC1	DLL3	DLL3	NOTC1					cellphonedb_PMID:22353464		DLL3_NOTC1
DLL3_NOTC2	DLL3_NOTC2	DLL3	DLL3	NOTC2					cellphonedb_PMID:22353464		DLL3_NOTC2
DLL3_NOTC3	DLL3_NOTC3	DLL3	DLL3	NOTC3					cellphonedb_PMID:22353464		DLL3_NOTC3
DLL3_NOTC4	DLL3_NOTC4	DLL3	DLL3	NOTC4					cellphonedb_PMID:22353464		DLL3_NOTC4
DLL3_NOTCH1	DLL3_NOTCH1	DLL3	DLL3	NOTCH1					celltalkdb_22353464		DLL3_NOTCH1
DLL3_NOTCH2	DLL3_NOTCH2	DLL3	DLL3	NOTCH2					celltalkdb_22353464		DLL3_NOTCH2
DLL3_NOTCH3	DLL3_NOTCH3	DLL3	DLL3	NOTCH3					celltalkdb_22353464		DLL3_NOTCH3
DLL3_NOTCH4	DLL3_NOTCH4	DLL3	DLL3	NOTCH4					celltalkdb_22353464		DLL3_NOTCH4
DLL4_NOTC1	DLL4_NOTC1	DLL4	DLL4	NOTC1					cellphonedb_PMID:22353464		DLL4_NOTC1
DLL4_NOTC2	DLL4_NOTC2	DLL4	DLL4	NOTC2					cellphonedb_PMID:22353464		DLL4_NOTC2
DLL4_NOTC3	DLL4_NOTC3	DLL4	DLL4	NOTC3					cellphonedb_PMID:22353464		DLL4_NOTC3
DLL4_NOTC4	DLL4_NOTC4	DLL4	DLL4	NOTC4					cellphonedb_PMID:22353464		DLL4_NOTC4
DLL4_NOTCH1	DLL4_NOTCH1	DLL4	DLL4	NOTCH1					celltalkdb_22353464		DLL4_NOTCH1
DLL4_NOTCH2	DLL4_NOTCH2	DLL4	DLL4	NOTCH2					celltalkdb_22842086		DLL4_NOTCH2
DLL4_NOTCH3	DLL4_NOTCH3	DLL4	DLL4	NOTCH3					celltalkdb_18182388		DLL4_NOTCH3
DLL4_NOTCH4	DLL4_NOTCH4	DLL4	DLL4	NOTCH4					celltalkdb_16219802		DLL4_NOTCH4
DMP1_ITGB3	DMP1_ITGB3	DMP1	DMP1	ITGB3					celltalkdb_32196115		DMP1_ITGB3
DMP1_PHEX	DMP1_PHEX	DMP1	DMP1	PHEX					celltalkdb_22339660		DMP1_PHEX
DRAXIN_DCC	DRAXIN_DCC	DRAXIN	DRAXIN	DCC					celltalkdb_29503192		DRAXIN_DCC
DSC1_DSG1	DSC1_DSG1	DSC1	DSC1	DSG1					celltalkdb_27298358		DSC1_DSG1
DSC1_DSG2	DSC1_DSG2	DSC1	DSC1	DSG2					celltalkdb_27298358, cellphonedb_PMID:27298358		DSC1_DSG2
DSC1_DSG3	DSC1_DSG3	DSC1	DSC1	DSG3					celltalkdb_27298358		DSC1_DSG3
DSC2_DSG1	DSC2_DSG1	DSC2	DSC2	DSG1					celltalkdb_27298358		DSC2_DSG1
DSC2_DSG2	DSC2_DSG2	DSC2	DSC2	DSG2					celltalkdb_27298358, cellphonedb_PMID:27298358		DSC2_DSG2
DSC3_DSG1	DSC3_DSG1	DSC3	DSC3	DSG1					celltalkdb_27298358		DSC3_DSG1
DSC3_DSG2	DSC3_DSG2	DSC3	DSC3	DSG2					celltalkdb_27298358		DSC3_DSG2
DSC3_DSG3	DSC3_DSG3	DSC3	DSC3	DSG3					celltalkdb_27298358		DSC3_DSG3
DSCAM_DCC	DSCAM_DCC	DSCAM	DSCAM	DCC					celltalkdb_19196994		DSCAM_DCC
DSG1_DSC1	DSG1_DSC1	DSG1	DSG1	DSC1					cellphonedb_PMID:27298358		DSG1_DSC1
DSG1_DSC2	DSG1_DSC2	DSG1	DSG1	DSC2					cellphonedb_PMID:27298358		DSG1_DSC2
DSG1_DSC3	DSG1_DSC3	DSG1	DSG1	DSC3					cellphonedb_PMID:27298358		DSG1_DSC3
DSG2_DSC3	DSG2_DSC3	DSG2	DSG2	DSC3					cellphonedb_PMID:27298358		DSG2_DSC3
DSPP_ITGB1	DSPP_ITGB1	DSPP	DSPP	ITGB1					celltalkdb_32196115		DSPP_ITGB1
EBI3_IL27RA	EBI3_IL27RA	EBI3	EBI3	IL27RA					celltalkdb_12121660		EBI3_IL27RA
EBI3_IL6ST	EBI3_IL6ST	EBI3	EBI3	IL6ST					celltalkdb_22306691		EBI3_IL6ST
EDA_EDA2R	EDA_EDA2R	EDA	EDA	EDA2R					celltalkdb_11039935		EDA_EDA2R
EDA_EDAR	EDA_EDAR	EDA	EDA	EDAR					celltalkdb_11039935		EDA_EDAR
EDIL3_ITGAV	EDIL3_ITGAV	EDIL3	EDIL3	ITGAV					celltalkdb_11959660		EDIL3_ITGAV
EDIL3_ITGB5	EDIL3_ITGB5	EDIL3	EDIL3	ITGB5					celltalkdb_32196115		EDIL3_ITGB5
EDN1_ADGRL4	EDN1_ADGRL4	EDN1	EDN1	ADGRL4					celltalkdb_32196115		EDN1_ADGRL4
EDN1_EDNRA	EDN1_EDNRA	EDN1	EDN1	EDNRA					celltalkdb_7647976, cellphonedb_uniprot;reactome;IUPHAR		EDN1_EDNRA
EDN1_EDNRB	EDN1_EDNRB	EDN1	EDN1	EDNRB					celltalkdb_12972292, cellphonedb_uniprot;reactome;IUPHAR		EDN1_EDNRB
EDN1_KEL	EDN1_KEL	EDN1	EDN1	KEL					celltalkdb_10438732		EDN1_KEL
EDN2_EDNRA	EDN2_EDNRA	EDN2	EDN2	EDNRA					celltalkdb_2175397, cellphonedb_uniprot;reactome;IUPHAR		EDN2_EDNRA
EDN2_EDNRB	EDN2_EDNRB	EDN2	EDN2	EDNRB					celltalkdb_14659083,8001158, cellphonedb_uniprot;reactome;IUPHAR		EDN2_EDNRB
EDN2_KEL	EDN2_KEL	EDN2	EDN2	KEL					celltalkdb_10438732		EDN2_KEL
EDN3_EDNRA	EDN3_EDNRA	EDN3	EDN3	EDNRA					celltalkdb_11982704, cellphonedb_uniprot;reactome;IUPHAR		EDN3_EDNRA
EDN3_EDNRB	EDN3_EDNRB	EDN3	EDN3	EDNRB					celltalkdb_11982704, cellphonedb_uniprot;reactome;IUPHAR		EDN3_EDNRB
EDN3_KEL	EDN3_KEL	EDN3	EDN3	KEL					celltalkdb_10438732		EDN3_KEL
EFEMP1_EGFR	EFEMP1_EGFR	EFEMP1	EFEMP1	EGFR					celltalkdb_19804359		EFEMP1_EGFR
EFEMP2_AQP1	EFEMP2_AQP1	EFEMP2	EFEMP2	AQP1					celltalkdb_16189514		EFEMP2_AQP1
EFEMP2_PLSCR4	EFEMP2_PLSCR4	EFEMP2	EFEMP2	PLSCR4					celltalkdb_16189514		EFEMP2_PLSCR4
EFNA1_EPHA1	EFNA1_EPHA1	EFNA1	EFNA1	EPHA1					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA1_EPHA1
EFNA1_EPHA10	EFNA1_EPHA10	EFNA1	EFNA1	EPHA10					celltalkdb_11114742		EFNA1_EPHA10
EFNA1_EPHA2	EFNA1_EPHA2	EFNA1	EFNA1	EPHA2					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA1_EPHA2
EFNA1_EPHA3	EFNA1_EPHA3	EFNA1	EFNA1	EPHA3					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA1_EPHA3
EFNA1_EPHA4	EFNA1_EPHA4	EFNA1	EFNA1	EPHA4					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA1_EPHA4
EFNA1_EPHA5	EFNA1_EPHA5	EFNA1	EFNA1	EPHA5					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA1_EPHA5
EFNA1_EPHA6	EFNA1_EPHA6	EFNA1	EFNA1	EPHA6					celltalkdb_11114742		EFNA1_EPHA6
EFNA1_EPHA7	EFNA1_EPHA7	EFNA1	EFNA1	EPHA7					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA1_EPHA7
EFNA1_EPHA8	EFNA1_EPHA8	EFNA1	EFNA1	EPHA8					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA1_EPHA8
EFNA1_EPHB1	EFNA1_EPHB1	EFNA1	EFNA1	EPHB1					celltalkdb_8755474		EFNA1_EPHB1
EFNA1_EPHB6	EFNA1_EPHB6	EFNA1	EFNA1	EPHB6					celltalkdb_32196115		EFNA1_EPHB6
EFNA2_EPHA1	EFNA2_EPHA1	EFNA2	EFNA2	EPHA1					celltalkdb_15114347, cellphonedb_PMID:15114347		EFNA2_EPHA1
EFNA2_EPHA10	EFNA2_EPHA10	EFNA2	EFNA2	EPHA10					celltalkdb_11114742		EFNA2_EPHA10
EFNA2_EPHA2	EFNA2_EPHA2	EFNA2	EFNA2	EPHA2					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA2_EPHA2
EFNA2_EPHA3	EFNA2_EPHA3	EFNA2	EFNA2	EPHA3					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA2_EPHA3
EFNA2_EPHA4	EFNA2_EPHA4	EFNA2	EFNA2	EPHA4					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA2_EPHA4
EFNA2_EPHA5	EFNA2_EPHA5	EFNA2	EFNA2	EPHA5					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA2_EPHA5
EFNA2_EPHA6	EFNA2_EPHA6	EFNA2	EFNA2	EPHA6					celltalkdb_11114742		EFNA2_EPHA6
EFNA2_EPHA7	EFNA2_EPHA7	EFNA2	EFNA2	EPHA7					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA2_EPHA7
EFNA2_EPHA8	EFNA2_EPHA8	EFNA2	EFNA2	EPHA8					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA2_EPHA8
EFNA3_EPHA1	EFNA3_EPHA1	EFNA3	EFNA3	EPHA1					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA3_EPHA1
EFNA3_EPHA10	EFNA3_EPHA10	EFNA3	EFNA3	EPHA10					celltalkdb_11114742		EFNA3_EPHA10
EFNA3_EPHA2	EFNA3_EPHA2	EFNA3	EFNA3	EPHA2					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA3_EPHA2
EFNA3_EPHA3	EFNA3_EPHA3	EFNA3	EFNA3	EPHA3					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA3_EPHA3
EFNA3_EPHA4	EFNA3_EPHA4	EFNA3	EFNA3	EPHA4					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA3_EPHA4
EFNA3_EPHA5	EFNA3_EPHA5	EFNA3	EFNA3	EPHA5					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA3_EPHA5
EFNA3_EPHA6	EFNA3_EPHA6	EFNA3	EFNA3	EPHA6					celltalkdb_11114742		EFNA3_EPHA6
EFNA3_EPHA7	EFNA3_EPHA7	EFNA3	EFNA3	EPHA7					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA3_EPHA7
EFNA3_EPHA8	EFNA3_EPHA8	EFNA3	EFNA3	EPHA8					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA3_EPHA8
EFNA3_EPHB1	EFNA3_EPHB1	EFNA3	EFNA3	EPHB1					celltalkdb_9330863		EFNA3_EPHB1
EFNA3_EPHB6	EFNA3_EPHB6	EFNA3	EFNA3	EPHB6					celltalkdb_32196115		EFNA3_EPHB6
EFNA4_EPHA1	EFNA4_EPHA1	EFNA4	EFNA4	EPHA1					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA4_EPHA1
EFNA4_EPHA10	EFNA4_EPHA10	EFNA4	EFNA4	EPHA10					celltalkdb_11114742		EFNA4_EPHA10
EFNA4_EPHA2	EFNA4_EPHA2	EFNA4	EFNA4	EPHA2					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA4_EPHA2
EFNA4_EPHA3	EFNA4_EPHA3	EFNA4	EFNA4	EPHA3					celltalkdb_8755474,11114742,15114347, cellphonedb_PMID:15114347		EFNA4_EPHA3
EFNA4_EPHA4	EFNA4_EPHA4	EFNA4	EFNA4	EPHA4					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA4_EPHA4
EFNA4_EPHA5	EFNA4_EPHA5	EFNA4	EFNA4	EPHA5					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA4_EPHA5
EFNA4_EPHA6	EFNA4_EPHA6	EFNA4	EFNA4	EPHA6					celltalkdb_11114742		EFNA4_EPHA6
EFNA4_EPHA7	EFNA4_EPHA7	EFNA4	EFNA4	EPHA7					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA4_EPHA7
EFNA4_EPHA8	EFNA4_EPHA8	EFNA4	EFNA4	EPHA8					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA4_EPHA8
EFNA5_EPHA1	EFNA5_EPHA1	EFNA5	EFNA5	EPHA1					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA5_EPHA1
EFNA5_EPHA10	EFNA5_EPHA10	EFNA5	EFNA5	EPHA10					celltalkdb_11114742		EFNA5_EPHA10
EFNA5_EPHA2	EFNA5_EPHA2	EFNA5	EFNA5	EPHA2					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA5_EPHA2
EFNA5_EPHA3	EFNA5_EPHA3	EFNA5	EFNA5	EPHA3					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA5_EPHA3
EFNA5_EPHA4	EFNA5_EPHA4	EFNA5	EFNA5	EPHA4					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA5_EPHA4
EFNA5_EPHA5	EFNA5_EPHA5	EFNA5	EFNA5	EPHA5					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA5_EPHA5
EFNA5_EPHA6	EFNA5_EPHA6	EFNA5	EFNA5	EPHA6					celltalkdb_11114742		EFNA5_EPHA6
EFNA5_EPHA7	EFNA5_EPHA7	EFNA5	EFNA5	EPHA7					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA5_EPHA7
EFNA5_EPHA8	EFNA5_EPHA8	EFNA5	EFNA5	EPHA8					celltalkdb_11114742,15114347, cellphonedb_PMID:15114347		EFNA5_EPHA8
EFNA5_EPHB1	EFNA5_EPHB1	EFNA5	EFNA5	EPHB1					celltalkdb_9245480		EFNA5_EPHB1
EFNA5_EPHB2	EFNA5_EPHB2	EFNA5	EFNA5	EPHB2					celltalkdb_15107857, cellphonedb_PMID:15107857;PMID:15114347		EFNA5_EPHB2
EFNA5_EPHB6	EFNA5_EPHB6	EFNA5	EFNA5	EPHB6					celltalkdb_26198319,32196115		EFNA5_EPHB6
EFNB1_EPHA2	EFNB1_EPHA2	EFNB1	EFNB1	EPHA2					cellphonedb_Shilts screen - VALIDATED		EFNB1_EPHA2
EFNB1_EPHA4	EFNB1_EPHA4	EFNB1	EFNB1	EPHA4					celltalkdb_15114347, cellphonedb_PMID:15114347		EFNB1_EPHA4
