interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	evidence	annotation	interaction_name_2
Ceacam8_Ceacam6	Ceacam8_Ceacam6	Ceacam8	Ceacam8	Ceacam6					cellphonedb_PMID:11590190		Ceam8_Ceam6
CEL_CXCR4	CEL_CXCR4	CEL	Cel	Cxcr4					celltalkdb_18037996		Cel_Cxcr4
CFH_ITGAM	CFH_ITGAM	CFH	Cfh	Itgam					celltalkdb_25565310		Cfh_Itgam
CFH_SELL	CFH_SELL	CFH	Cfh	Sell					celltalkdb_10377245		Cfh_Sell
CHAD_ITGA2	CHAD_ITGA2	CHAD	Chad	Itga2					celltalkdb_24616121		Chad_Itga2
CHAD_ITGB1	CHAD_ITGB1	CHAD	Chad	Itgb1					celltalkdb_24616121		Chad_Itgb1
CLC2A_KLRF2	CLC2A_KLRF2	Clec2a	Clec2a	Klrf2					cellphonedb_Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		Clc2a_Klrf2
CLC2B_KLRF1	CLC2B_KLRF1	Clec2b	Clec2b	Klrf1					cellphonedb_Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		Clc2b_Klrf1
CLCF1_CNTFR	CLCF1_CNTFR	CLCF1	Clcf1	Cntfr					celltalkdb_15450249		Clcf1_Cntfr
CLCF1_CRLF1	CLCF1_CRLF1	CLCF1	Clcf1	Crlf1					celltalkdb_15917337		Clcf1_Crlf1
CLCF1_IL6ST	CLCF1_IL6ST	CLCF1	Clcf1	Il6st					celltalkdb_26198769		Clcf1_Il6st
CLEC2D_KLRB1B	CLEC2D_KLRB1B	CLEC2D	Clec2d	Klrb1b					celltalkdb_25681346,16751398,14990792		Clec2d_Klrb1b
CLEC4G_TYROBP	CLEC4G_TYROBP	CLEC4G	Clec4g	Tyrobp					celltalkdb_26943817		Clec4g_Tyrobp
CLU_LRP2	CLU_LRP2	CLU	Clu	Lrp2					celltalkdb_10567218		Clu_Lrp2
CLU_LRP8	CLU_LRP8	CLU	Clu	Lrp8					celltalkdb_24381170		Clu_Lrp8
CLU_VLDLR	CLU_VLDLR	CLU	Clu	Vldlr					celltalkdb_24381170		Clu_Vldlr
CNTF_CNTFR	CNTF_CNTFR	CNTF	Cntf	Cntfr					celltalkdb_10812968		Cntf_Cntfr
CNTF_IL6ST	CNTF_IL6ST	CNTF	Cntf	Il6st					celltalkdb_20610800		Cntf_Il6st
Cntn1_Mcam	Cntn1_Mcam	CNTN1	Cntn1	Mcam					cellphonedb_Shilts screen - VALIDATED		Cntn1_Muc18
Cntn1_Notch1	Cntn1_Notch1	CNTN1	Cntn1	Notch1					cellphonedb_uniprot;PMID:14567914		Cntn1_Notc1
Cntn1_Notch2	Cntn1_Notch2	CNTN1	Cntn1	Notch2					cellphonedb_reactome;PMID:14567914		Cntn1_Notc2
CNTN1_NRCAM	CNTN1_NRCAM	CNTN1	Cntn1	Nrcam					cellphonedb_Shilts screen - VALIDATED		Cntn1_Nrcam
CNTN2_CNTN1	CNTN2_CNTN1	CNTN2	Cntn2	Cntn1					celltalkdb_27871938		Cntn2_Cntn1
CNTN2_NRP1	CNTN2_NRP1	CNTN2	Cntn2	Nrp1					celltalkdb_22836270		Cntn2_Nrp1
CNTN6_NOTCH1	CNTN6_NOTCH1	CNTN6	Cntn6	Notch1					celltalkdb_15082708		Cntn6_Notch1
Col3a1_Adgrg1	Col3a1_Adgrg1	Col3a1	Col3a1	Adgrg1					cellphonedb_uniprot;reactome;IUPHAR		Co3a1_Agrg1
C3_C3ar1	C3_C3ar1	C3	C3	C3ar1					cellphonedb_uniprot;reactome		Co3_C3ar
CO3_C5AR2	CO3_C5AR2	C3	C3	C5ar2					cellphonedb_uniprot		Co3_C5ar2
Col4a1_Adgrg6	Col4a1_Adgrg6	Col4a1	Col4a1	Adgrg6					cellphonedb_uniprot;reactome;IUPHAR		Co4a1_Agrg6
Col4a2_Adgrg6	Col4a2_Adgrg6	Col4a2	Col4a2	Adgrg6					cellphonedb_uniprot;reactome;IUPHAR		Co4a2_Agrg6
Col4a3_Adgrg6	Col4a3_Adgrg6	Col4a3	Col4a3	Adgrg6					cellphonedb_uniprot;reactome;IUPHAR		Co4a3_Agrg6
Col4a4_Adgrg6	Col4a4_Adgrg6	Col4a4	Col4a4	Adgrg6					cellphonedb_uniprot;reactome;IUPHAR		Co4a4_Agrg6
Col4a5_Adgrg6	Col4a5_Adgrg6	Col4a5	Col4a5	Adgrg6					cellphonedb_uniprot;reactome;IUPHAR		Co4a5_Agrg6
Col4a6_Adgrg6	Col4a6_Adgrg6	Col4a6	Col4a6	Adgrg6					cellphonedb_uniprot;reactome;IUPHAR		Co4a6_Agrg6
CO4A_C5AR2	CO4A_C5AR2	C4a	C4a	C5ar2					cellphonedb_uniprot		Co4a_C5ar2
CO5_C5AR1	CO5_C5AR1	C5	C5	C5ar1					cellphonedb_uniprot		Co5_C5ar1
CO5_C5AR2	CO5_C5AR2	C5	C5	C5ar2					cellphonedb_uniprot		Co5_C5ar2
COL18A1_GPC1	COL18A1_GPC1	COL18A1	Col18a1	Gpc1					celltalkdb_11336704		Col18a1_Gpc1
COL18A1_GPC4	COL18A1_GPC4	COL18A1	Col18a1	Gpc4					celltalkdb_11336704		Col18a1_Gpc4
COL18A1_ITGB5	COL18A1_ITGB5	COL18A1	Col18a1	Itgb5					celltalkdb_17823253		Col18a1_Itgb5
COL1A1_CD44	COL1A1_CD44	COL1A1	Col1a1	Cd44					celltalkdb_1730766		Col1a1_Cd44
COL1A1_CD93	COL1A1_CD93	COL1A1	Col1a1	Cd93					celltalkdb_1377218		Col1a1_Cd93
COL1A1_ITGB1	COL1A1_ITGB1	COL1A1	Col1a1	Itgb1					celltalkdb_9669995		Col1a1_Itgb1
COL1A2_CD44	COL1A2_CD44	COL1A2	Col1a2	Cd44					celltalkdb_1730778		Col1a2_Cd44
COL1A2_CD93	COL1A2_CD93	COL1A2	Col1a2	Cd93					celltalkdb_1377218		Col1a2_Cd93
COL1A2_ITGA2	COL1A2_ITGA2	COL1A2	Col1a2	Itga2					celltalkdb_23132859		Col1a2_Itga2
COL1A2_ITGB1	COL1A2_ITGB1	COL1A2	Col1a2	Itgb1					celltalkdb_9669995		Col1a2_Itgb1
COL2A1_ITGA1	COL2A1_ITGA1	COL2A1	Col2a1	Itga1					celltalkdb_10986291		Col2a1_Itga1
COL2A1_ITGA2	COL2A1_ITGA2	COL2A1	Col2a1	Itga2					celltalkdb_10986291		Col2a1_Itga2
COL2A1_ITGA2B	COL2A1_ITGA2B	COL2A1	Col2a1	Itga2b					celltalkdb_7520045		Col2a1_Itga2b
COL2A1_ITGAV	COL2A1_ITGAV	COL2A1	Col2a1	Itgav					celltalkdb_9685391		Col2a1_Itgav
COL2A1_MAG	COL2A1_MAG	COL2A1	Col2a1	Mag					celltalkdb_2446864		Col2a1_Mag
COL3A1_DDR2	COL3A1_DDR2	COL3A1	Col3a1	Ddr2					celltalkdb_9659899		Col3a1_Ddr2
COL3A1_ITGB1	COL3A1_ITGB1	COL3A1	Col3a1	Itgb1					celltalkdb_9669995		Col3a1_Itgb1
COL3A1_MAG	COL3A1_MAG	COL3A1	Col3a1	Mag					celltalkdb_2446864		Col3a1_Mag
COL4A1_CD93	COL4A1_CD93	COL4A1	Col4a1	Cd93					celltalkdb_1377218		Col4a1_Cd93
COL4A1_ITGB1	COL4A1_ITGB1	COL4A1	Col4a1	Itgb1					celltalkdb_9669995		Col4a1_Itgb1
COL4A2_CD93	COL4A2_CD93	COL4A2	Col4a2	Cd93					celltalkdb_1377218		Col4a2_Cd93
COL4A2_ITGB1	COL4A2_ITGB1	COL4A2	Col4a2	Itgb1					celltalkdb_9669995		Col4a2_Itgb1
COL4A3_ITGA2	COL4A3_ITGA2	COL4A3	Col4a3	Itga2					celltalkdb_24480069		Col4a3_Itga2
COL4A3_ITGB1	COL4A3_ITGB1	COL4A3	Col4a3	Itgb1					celltalkdb_9669995		Col4a3_Itgb1
COL4A4_CD93	COL4A4_CD93	COL4A4	Col4a4	Cd93					celltalkdb_9136074		Col4a4_Cd93
COL4A4_ITGB1	COL4A4_ITGB1	COL4A4	Col4a4	Itgb1					celltalkdb_9669995		Col4a4_Itgb1
COL4A5_ITGB1	COL4A5_ITGB1	COL4A5	Col4a5	Itgb1					celltalkdb_9669995		Col4a5_Itgb1
COL4A6_CD93	COL4A6_CD93	COL4A6	Col4a6	Cd93					celltalkdb_1377218		Col4a6_Cd93
COL4A6_ITGB1	COL4A6_ITGB1	COL4A6	Col4a6	Itgb1					celltalkdb_9669995		Col4a6_Itgb1
COL8A1_ITGA1	COL8A1_ITGA1	COL8A1	Col8a1	Itga1					celltalkdb_12482545		Col8a1_Itga1
COL8A1_ITGA2	COL8A1_ITGA2	COL8A1	Col8a1	Itga2					celltalkdb_12482545		Col8a1_Itga2
COL9A1_MAG	COL9A1_MAG	COL9A1	Col9a1	Mag					celltalkdb_2446864		Col9a1_Mag
COL9A2_MAG	COL9A2_MAG	COL9A2	Col9a2	Mag					celltalkdb_2446864		Col9a2_Mag
COL9A3_MAG	COL9A3_MAG	COL9A3	Col9a3	Mag					celltalkdb_2446864		Col9a3_Mag
Pomc_Mc2r	Pomc_Mc2r	Pomc	Pomc	Mc2r					cellphonedb_uniprot		Coli_Acthr
COLI_MC3R	COLI_MC3R	Pomc	Pomc	Mc3r					cellphonedb_uniprot;reactome		Coli_Mc3r
COLI_MC4R	COLI_MC4R	Pomc	Pomc	Mc4r					cellphonedb_uniprot;reactome		Coli_Mc4r
COLI_MC5R	COLI_MC5R	Pomc	Pomc	Mc5r					cellphonedb_uniprot;reactome		Coli_Mc5r
Pomc_Mc1r	Pomc_Mc1r	Pomc	Pomc	Mc1r					cellphonedb_uniprot;HMRbase;reactome		Coli_Mshr
Pomc_Oprd1	Pomc_Oprd1	Pomc	Pomc	Oprd1					cellphonedb_reactome		Coli_Oprd
Pomc_Oprk1	Pomc_Oprk1	Pomc	Pomc	Oprk1					cellphonedb_reactome		Coli_Oprk
Pomc_Oprm1	Pomc_Oprm1	Pomc	Pomc	Oprm1					cellphonedb_uniprot;reactome		Coli_Oprm
COLQ_MUSK	COLQ_MUSK	COLQ	Colq	Musk					celltalkdb_15159418		Colq_Musk
COMP_CD36	COMP_CD36	COMP	Comp	Cd36					celltalkdb_27318326		Comp_Cd36
COMP_CD47	COMP_CD47	COMP	Comp	Cd47					celltalkdb_20033473		Comp_Cd47
COMP_ITGA7	COMP_ITGA7	COMP	Comp	Itga7					celltalkdb_20019333		Comp_Itga7
COMP_ITGAV	COMP_ITGAV	COMP	Comp	Itgav					celltalkdb_20033473		Comp_Itgav
COMP_NOTCH1	COMP_NOTCH1	COMP	Comp	Notch1					celltalkdb_29981303		Comp_Notch1
COMP_NOTCH3	COMP_NOTCH3	COMP	Comp	Notch3					celltalkdb_30502484		Comp_Notch3
CORT_GHSR	CORT_GHSR	CORT	Cort	Ghsr					celltalkdb_17632010		Cort_Ghsr
CORT_SSR1	CORT_SSR1	CORT	Cort	Ssr1					cellphonedb_uniprot;HMRbase;reactome		Cort_Ssr1
CORT_SSR2	CORT_SSR2	CORT	Cort	Ssr2					cellphonedb_uniprot;HMRbase;reactome		Cort_Ssr2
CORT_SSR3	CORT_SSR3	CORT	Cort	Ssr3					cellphonedb_uniprot;HMRbase;reactome		Cort_Ssr3
CORT_SSR4	CORT_SSR4	CORT	Cort	Ssr4					cellphonedb_uniprot;HMRbase;reactome		Cort_Ssr4
Cort_Sstr5	Cort_Sstr5	CORT	Cort	Sstr5					cellphonedb_uniprot;HMRbase;reactome		Cort_Ssr5
CORT_SSTR1	CORT_SSTR1	CORT	Cort	Sstr1					celltalkdb_12145348		Cort_Sstr1
CORT_SSTR2	CORT_SSTR2	CORT	Cort	Sstr2					celltalkdb_12145348		Cort_Sstr2
CORT_SSTR3	CORT_SSTR3	CORT	Cort	Sstr3					celltalkdb_12145348		Cort_Sstr3
CORT_SSTR4	CORT_SSTR4	CORT	Cort	Sstr4					celltalkdb_12145348		Cort_Sstr4
CORT_SSTR5	CORT_SSTR5	CORT	Cort	Sstr5					celltalkdb_11011067,12145348		Cort_Sstr5
CP_SLC40A1	CP_SLC40A1	CP	Cp	Slc40a1					celltalkdb_24921009		Cp_Slc40a1
Crh_Crhr1	Crh_Crhr1	Crh	Crh	Crhr1					cellphonedb_uniprot;HMRbase;reactome		Crf_Crfr1
Crh_Crhr2	Crh_Crhr2	Crh	Crh	Crhr2					cellphonedb_uniprot;HMRbase;reactome		Crf_Crfr2
CRH_CRHR1	CRH_CRHR1	CRH	Crh	Crhr1					celltalkdb_30109816		Crh_Crhr1
CRH_CRHR2	CRH_CRHR2	CRH	Crh	Crhr2					celltalkdb_30109816		Crh_Crhr2
CRISP2_CATSPER1	CRISP2_CATSPER1	CRISP2	Crisp2	Catsper1					celltalkdb_30759213		Crisp2_Catsper1
CRP_FCGR1	CRP_FCGR1	CRP	Crp	Fcgr1					celltalkdb_17182593		Crp_Fcgr1
CRP_OLR1	CRP_OLR1	CRP	Crp	Olr1					celltalkdb_19074514		Crp_Olr1
CRP_TLR4	CRP_TLR4	CRP	Crp	Tlr4					celltalkdb_20670634		Crp_Tlr4
CRTAM_CADM1	CRTAM_CADM1	CRTAM	Crtam	Cadm1					cellphonedb_uniprot		Crtam_Cadm1
CSF1_CSF1R	CSF1_CSF1R	CSF1	Csf1	Csf1r					celltalkdb_2161876,1825054,27083478,31173370, cellphonedb_uniprot		Csf1_Csf1r
CSF1_FLT4	CSF1_FLT4	CSF1	Csf1	Flt4					celltalkdb_7970715,7898938		Csf1_Flt4
CSF2_CSF1R	CSF2_CSF1R	CSF2	Csf2	Csf1r					celltalkdb_31173370		Csf2_Csf1r
CSF2_CSF2RA	CSF2_CSF2RA	CSF2	Csf2	Csf2ra					celltalkdb_30962162		Csf2_Csf2ra
CSF2_CSF2RB	CSF2_CSF2RB	CSF2	Csf2	Csf2rb					celltalkdb_2828352		Csf2_Csf2rb
CSF2_CSF3R	CSF2_CSF3R	CSF2	Csf2	Csf3r					celltalkdb_18393854		Csf2_Csf3r
CSF2_SDC2	CSF2_SDC2	CSF2	Csf2	Sdc2					celltalkdb_10734053		Csf2_Sdc2
CSF3_CSF1R	CSF3_CSF1R	CSF3	Csf3	Csf1r					celltalkdb_31173370		Csf3_Csf1r
CSF3_CSF3R	CSF3_CSF3R	CSF3	Csf3	Csf3r					celltalkdb_18393854, cellphonedb_uniprot		Csf3_Csf3r
CST3_LRP2	CST3_LRP2	CST3	Cst3	Lrp2					celltalkdb_17462596		Cst3_Lrp2
CTF1_IL6ST	CTF1_IL6ST	CTF1	Ctf1	Il6st					celltalkdb_9143707		Ctf1_Il6st
CTHRC1_FZD3	CTHRC1_FZD3	CTHRC1	Cthrc1	Fzd3					celltalkdb_18606138		Cthrc1_Fzd3
CTHRC1_FZD5	CTHRC1_FZD5	CTHRC1	Cthrc1	Fzd5					celltalkdb_18606138		Cthrc1_Fzd5
CTHRC1_FZD6	CTHRC1_FZD6	CTHRC1	Cthrc1	Fzd6					celltalkdb_18606138		Cthrc1_Fzd6
CTLA4_CD80	CTLA4_CD80	CTLA4	Ctla4	Cd80					celltalkdb_11052947,8609386		Ctla4_Cd80
CTSD_LRP1	CTSD_LRP1	CTSD	Ctsd	Lrp1					celltalkdb_25786328		Ctsd_Lrp1
CUBN_LRP2	CUBN_LRP2	CUBN	Cubn	Lrp2					celltalkdb_11994745		Cubn_Lrp2
CX3CL1_CX3CR1	CX3CL1_CX3CR1	CX3CL1	Cx3cl1	Cx3cr1					celltalkdb_9931005,10805752,10699158		Cx3cl1_Cx3cr1
CX3CL1_ITGA4	CX3CL1_ITGA4	CX3CL1	Cx3cl1	Itga4					celltalkdb_23125415		Cx3cl1_Itga4
CX3CL1_ITGAV	CX3CL1_ITGAV	CX3CL1	Cx3cl1	Itgav					celltalkdb_24789099		Cx3cl1_Itgav
CX3CL1_ITGB1	CX3CL1_ITGB1	CX3CL1	Cx3cl1	Itgb1					celltalkdb_23125415		Cx3cl1_Itgb1
CX3CL1_ITGB3	CX3CL1_ITGB3	CX3CL1	Cx3cl1	Itgb3					celltalkdb_24789099		Cx3cl1_Itgb3
Gjc1_Gjc1	Gjc1_Gjc1	Gjc1	Gjc1	Gjc1					cellphonedb_uniprot;reactome;IUPHAR		Cxa1_Cxa1
Gjc1_Gj5	Gjc1_Gj5	Gjc1	Gjc1	Gj5					cellphonedb_uniprot;reactome;IUPHAR		Cxa1_Cxa5
Gja3_Gjc1	Gja3_Gjc1	Gja3	Gja3	Gjc1					cellphonedb_uniprot;reactome;IUPHAR		Cxa3_Cxa1
Gja3_Gja3	Gja3_Gja3	Gja3	Gja3	Gja3					cellphonedb_uniprot;reactome;IUPHAR		Cxa3_Cxa3
Gja3_Gj5	Gja3_Gj5	Gja3	Gja3	Gj5					cellphonedb_uniprot;reactome;IUPHAR		Cxa3_Cxa5
CXA3_CXG1	Gja3_Gjc1	Gja3	Gja3	Gjc1					cellphonedb_uniprot;reactome;IUPHAR		Cxa3_Cxg1
Gj5_Gj5	Gj5_Gj5	Gj5	Gj5	Gj5					cellphonedb_uniprot;reactome;IUPHAR		Cxa5_Cxa5
CXCL10_CXCR3	CXCL10_CXCR3	CXCL10	Cxcl10	Cxcr3					celltalkdb_28724396,10699158,24218476		Cxcl10_Cxcr3
CXCL10_CXCR4	CXCL10_CXCR4	CXCL10	Cxcl10	Cxcr4					celltalkdb_11714827		Cxcl10_Cxcr4
CXCL10_DPP4	CXCL10_DPP4	CXCL10	Cxcl10	Dpp4					celltalkdb_24218476		Cxcl10_Dpp4
CXCL10_SDC4	CXCL10_SDC4	CXCL10	Cxcl10	Sdc4					celltalkdb_20484822		Cxcl10_Sdc4
CXCL10_TLR4	CXCL10_TLR4	CXCL10	Cxcl10	Tlr4					celltalkdb_28724396		Cxcl10_Tlr4
CXCL12_ACKR3	CXCL12_ACKR3	CXCL12	Cxcl12	Ackr3					celltalkdb_16940167,22689506,17804806		Cxcl12_Ackr3
CXCL12_AGTR1A	CXCL12_AGTR1A	CXCL12	Cxcl12	Agtr1a					celltalkdb_25775528		Cxcl12_Agtr1a
CXCL12_AVPR1A	CXCL12_AVPR1A	CXCL12	Cxcl12	Avpr1a					celltalkdb_29386406		Cxcl12_Avpr1a
CXCL12_CMKLR1	CXCL12_CMKLR1	CXCL12	Cxcl12	Cmklr1					celltalkdb_23469143		Cxcl12_Cmklr1
CXCL12_CXCR4	CXCL12_CXCR4	CXCL12	Cxcl12	Cxcr4					celltalkdb_19380869,10699158,24218476		Cxcl12_Cxcr4
CXCL12_DPP4	CXCL12_DPP4	CXCL12	Cxcl12	Dpp4					celltalkdb_30759373		Cxcl12_Dpp4
CXCL12_GPR17	CXCL12_GPR17	CXCL12	Cxcl12	Gpr17					celltalkdb_26971834		Cxcl12_Gpr17
CXCL12_ITGA4	CXCL12_ITGA4	CXCL12	Cxcl12	Itga4					celltalkdb_29301984		Cxcl12_Itga4
CXCL12_ITGA5	CXCL12_ITGA5	CXCL12	Cxcl12	Itga5					celltalkdb_29301984		Cxcl12_Itga5
CXCL12_ITGAV	CXCL12_ITGAV	CXCL12	Cxcl12	Itgav					celltalkdb_29301984		Cxcl12_Itgav
CXCL12_ITGB1	CXCL12_ITGB1	CXCL12	Cxcl12	Itgb1					celltalkdb_29301984		Cxcl12_Itgb1
CXCL12_ITGB3	CXCL12_ITGB3	CXCL12	Cxcl12	Itgb3					celltalkdb_29301984		Cxcl12_Itgb3
CXCL12_OPRD1	CXCL12_OPRD1	CXCL12	Cxcl12	Oprd1					celltalkdb_17049756		Cxcl12_Oprd1
CXCL12_OPRM1	CXCL12_OPRM1	CXCL12	Cxcl12	Oprm1					celltalkdb_17049756		Cxcl12_Oprm1
CXCL13_ACKR4	CXCL13_ACKR4	CXCL13	Cxcl13	Ackr4					celltalkdb_24218476		Cxcl13_Ackr4
CXCL13_CXCR3	CXCL13_CXCR3	CXCL13	Cxcl13	Cxcr3					celltalkdb_11554781		Cxcl13_Cxcr3
CXCL13_CXCR5	CXCL13_CXCR5	CXCL13	Cxcl13	Cxcr5					celltalkdb_26752644,11994465,10699158		Cxcl13_Cxcr5
CXCL14_CXCR4	CXCL14_CXCR4	CXCL14	Cxcl14	Cxcr4					celltalkdb_28277316,23669361		Cxcl14_Cxcr4
CXCL16_CXCR6	CXCL16_CXCR6	CXCL16	Cxcl16	Cxcr6					celltalkdb_11017100,17363916		Cxcl16_Cxcr6
CXCL17_GPR35	CXCL17_GPR35	CXCL17	Cxcl17	Gpr35					celltalkdb_25411203		Cxcl17_Gpr35
CXCL1_ACKR1	CXCL1_ACKR1	CXCL1	Cxcl1	Ackr1					celltalkdb_12734373		Cxcl1_Ackr1
CXCL1_CXCR1	CXCL1_CXCR1	CXCL1	Cxcl1	Cxcr1					celltalkdb_15133028,8702798		Cxcl1_Cxcr1
CXCL1_CXCR2	CXCL1_CXCR2	CXCL1	Cxcl1	Cxcr2					celltalkdb_8702798		Cxcl1_Cxcr2
CXCL2_ACKR1	CXCL2_ACKR1	CXCL2	Cxcl2	Ackr1					celltalkdb_30446388		Cxcl2_Ackr1
CXCL2_CXCR2	CXCL2_CXCR2	CXCL2	Cxcl2	Cxcr2					celltalkdb_12464676, cellphonedb_PMID:24218476		Cxcl2_Cxcr2
CXCL2_DPP4	CXCL2_DPP4	CXCL2	Cxcl2	Dpp4					cellphonedb_PMID:24218476		Cxcl2_Dpp4
CXCL3_CXCR2	CXCL3_CXCR2	CXCL3	Cxcl3	Cxcr2					celltalkdb_10714678, cellphonedb_PMID:24218476		Cxcl3_Cxcr2
CXCL3_CXCR3	CXCL3_CXCR3	CXCL3	Cxcl3	Cxcr3					celltalkdb_8702798		Cxcl3_Cxcr3
CXCL5_ACKR1	CXCL5_ACKR1	CXCL5	Cxcl5	Ackr1					celltalkdb_20643340		Cxcl5_Ackr1
CXCL5_CXCR1	CXCL5_CXCR1	CXCL5	Cxcl5	Cxcr1					cellphonedb_PMID:24218476		Cxcl5_Cxcr1
CXCL5_CXCR2	CXCL5_CXCR2	CXCL5	Cxcl5	Cxcr2					celltalkdb_31311916,21601983, cellphonedb_PMID:24218476		Cxcl5_Cxcr2
CXCL6_CXCR1	CXCL6_CXCR1	CXCL6	Cxcl6	Cxcr1					cellphonedb_PMID:24218476		Cxcl6_Cxcr1
CXCL6_CXCR2	CXCL6_CXCR2	CXCL6	Cxcl6	Cxcr2					cellphonedb_PMID:24218476		Cxcl6_Cxcr2
CXCL7_CXCR1	CXCL7_CXCR1	Ppbp	Ppbp	Cxcr1					cellphonedb_PMID:24218476		Cxcl7_Cxcr1
CXCL7_CXCR2	CXCL7_CXCR2	Ppbp	Ppbp	Cxcr2					cellphonedb_PMID:24218476		Cxcl7_Cxcr2
CXCL9_CCR3	CXCL9_CCR3	CXCL9	Cxcl9	Ccr3					celltalkdb_15802529		Cxcl9_Ccr3
CXCL9_CXCR3	CXCL9_CXCR3	CXCL9	Cxcl9	Cxcr3					celltalkdb_9660793,10699158,24218476, cellphonedb_PMID:24218476		Cxcl9_Cxcr3
CXCL9_DPP4	CXCL9_DPP4	CXCL9	Cxcl9	Dpp4					celltalkdb_24218476, cellphonedb_PMID:24218476		Cxcl9_Dpp4
CXG1_CXA1	Gjc1_Gjc1	Gjc1	Gjc1	Gjc1					cellphonedb_uniprot;reactome;IUPHAR		Cxg1_Cxa1
CXG1_CXA5	Gjc1_Gj5	Gjc1	Gjc1	Gj5					cellphonedb_uniprot;reactome;IUPHAR		Cxg1_Cxa5
CXG1_CXG1	Gjc1_Gjc1	Gjc1	Gjc1	Gjc1					cellphonedb_uniprot;reactome;IUPHAR		Cxg1_Cxg1
CXL10_CXCR3	CXL10_CXCR3	Cxcl10	Cxcl10	Cxcr3					cellphonedb_PMID:24218476		Cxl10_Cxcr3
CXL10_DPP4	CXL10_DPP4	Cxcl10	Cxcl10	Dpp4					cellphonedb_PMID:24218476		Cxl10_Dpp4
CXL11_ACKR3	CXL11_ACKR3	Cxcl11	Cxcl11	Ackr3					cellphonedb_uniprot		Cxl11_Ackr3
CXL11_CXCR3	CXL11_CXCR3	Cxcl11	Cxcl11	Cxcr3					cellphonedb_PMID:24218476		Cxl11_Cxcr3
CXL11_DPP4	CXL11_DPP4	Cxcl11	Cxcl11	Dpp4					cellphonedb_PMID:24218476		Cxl11_Dpp4
CXL13_ACKR4	CXL13_ACKR4	Cxcl13	Cxcl13	Ackr4					cellphonedb_PMID:24218476		Cxl13_Ackr4
CXL13_CXCR5	CXL13_CXCR5	Cxcl13	Cxcl13	Cxcr5					cellphonedb_PMID:24218476		Cxl13_Cxcr5
CXL14_CXCR4	CXL14_CXCR4	Cxcl14	Cxcl14	Cxcr4					cellphonedb_PMID:32212206		Cxl14_Cxcr4
CXL16_CXCR6	CXL16_CXCR6	Cxcl16	Cxcl16	Cxcr6					cellphonedb_uniprot		Cxl16_Cxcr6
Cd55_Adgre5	Cd55_Adgre5	Cd55	Cd55	Adgre5					cellphonedb_PMID:11297558		Daf_Cd97
Dag1_Celsr3	Dag1_Celsr3	DAG1	Dag1	Celsr3					cellphonedb_uniprot;reactome;IUPHAR		Dag1_Celr3
DHH_HHIP	DHH_HHIP	DHH	Dhh	Hhip					cellphonedb_reactome;PMID:10050855;PMID:19561611		Dhh_Hhip
DKK1_KREMEN1	DKK1_KREMEN1	DKK1	Dkk1	Kremen1					celltalkdb_12050670,26206087,27524201,12050670		Dkk1_Kremen1
DKK1_KREMEN2	DKK1_KREMEN2	DKK1	Dkk1	Kremen2					celltalkdb_12050670		Dkk1_Kremen2
DKK1_LRP5	DKK1_LRP5	DKK1	Dkk1	Lrp5					celltalkdb_28332354,20439124, cellphonedb_PMID:12775774		Dkk1_Lrp5
DKK1_LRP6	DKK1_LRP6	DKK1	Dkk1	Lrp6					celltalkdb_18505732,11448771, cellphonedb_PMID:12775774		Dkk1_Lrp6
DKK2_LRP6	DKK2_LRP6	DKK2	Dkk2	Lrp6					celltalkdb_19716419,20439124, cellphonedb_uniprot;PMID:30035713		Dkk2_Lrp6
DKK3_KREMEN1	DKK3_KREMEN1	DKK3	Dkk3	Kremen1					celltalkdb_20370576		Dkk3_Kremen1
DKK4_KREMEN1	DKK4_KREMEN1	DKK4	Dkk4	Kremen1					celltalkdb_29925589		Dkk4_Kremen1
DKK4_LRP6	DKK4_LRP6	DKK4	Dkk4	Lrp6					celltalkdb_27864382		Dkk4_Lrp6
Dlk1_Notch1	Dlk1_Notch1	DLK1	Dlk1	Notch1					cellphonedb_PMID:22353464		Dlk1_Notc1
Dlk1_Notch2	Dlk1_Notch2	DLK1	Dlk1	Notch2					cellphonedb_PMID:22353464		Dlk1_Notc2
Dlk1_Notch3	Dlk1_Notch3	DLK1	Dlk1	Notch3					cellphonedb_PMID:22353464		Dlk1_Notc3
Dlk1_Notch4	Dlk1_Notch4	DLK1	Dlk1	Notch4					cellphonedb_PMID:22353464		Dlk1_Notc4
DLK1_NOTCH1	DLK1_NOTCH1	DLK1	Dlk1	Notch1					celltalkdb_29383634		Dlk1_Notch1
DLK1_NOTCH2	DLK1_NOTCH2	DLK1	Dlk1	Notch2					celltalkdb_22353464		Dlk1_Notch2
DLK1_NOTCH3	DLK1_NOTCH3	DLK1	Dlk1	Notch3					celltalkdb_22353464		Dlk1_Notch3
DLK2_NOTCH1	DLK2_NOTCH1	DLK2	Dlk2	Notch1					celltalkdb_21419176		Dlk2_Notch1
Dll1_Notch1	Dll1_Notch1	DLL1	Dll1	Notch1					cellphonedb_PMID:22353464		Dll1_Notc1
Dll1_Notch2	Dll1_Notch2	DLL1	Dll1	Notch2					cellphonedb_PMID:22353464		Dll1_Notc2
